Pclass,Name,Survived,Sex,Age,Hometown,Role,Role Additional info,Image,Misc Information,Lifeboat,Body Disposition,Job Area,Source of info 1,Source of info 2
n/a,"Howell, A ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jenner, H ",0,male,41,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jenson, C. V ",0,male,25,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Johnson, James",1,male,41,Southampton,Saloon steward,,,,2,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jones, A ",0,male,17,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jones, Reginald V ",0,male,20,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Keene, P ",1,male,28,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ketchley, H ",0,male,30,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kingscote, W. F ",0,male,43,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kitching, A ",0,male,30,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Knight, George",1,male,44,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lake, W ",0,male,35,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lane, A. E ",0,male,34,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lawrence, A ",0,male,25,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lefever, G ",0,male,35,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Littlejohn, A ",1,male,40,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lloyd, H ",0,male,32,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lucas, W ",1,male,34,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lydiatt, C ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"MacKay, Charles D ",1,male,34,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McGrady, James",0,male,27,Southampton,Saloon steward,,,,,"#330, Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McMicken, A ",1,male,23,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McMullen, J ",0,male,21,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mellor, A ",0,male,34,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Middleton, M. V ",0,male,24,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Moore, A ",0,male,39,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Moss, William",0,male,34,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Nicholls, T ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Orpet, W ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Osborne, W ",0,male,32,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Parsons, R ",0,male,18,"Ashbrittle, Somerset",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Perriton, H ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Phillimore, Harold",1,male,23,Southampton,Saloon steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pryce, W ",0,male,22,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pusey, Jno",0,male,35,"Itchen, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Randall, F ",0,male,27,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ranson, Jas",0,male,33,Bristol,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ray, Frederick Dent",1,male,32,Reading,Saloon steward,,,,13,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Revall, W ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ridout, W ",0,male,29,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Robinson, J ",0,male,30,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rogers, M ",0,male,27,Winchester,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rowe, M ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rummer, G ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Russell, R ",0,male,17,"Redbridge, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ryerson, W. E ",1,male,32,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Samuels, W ",0,male,41,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Saunders, D. E.",0,male,26,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Scovell, R ",0,male,42,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Shea, J ",0,male,39,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Simmons, F. G ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Skinner, E ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smillie, J ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smith, R. G ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Stagg, J. H ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Stroud, E. A ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Stroud, H ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Strugnell, Jno",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Symonds, J ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Taylor, W ",0,male,21,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Thomas, A. C ",1,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Thomas, B ",1,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Toms, F ",1,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Turner, L ",0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Veal, T ",0,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ward, William",1,male,36,Southampton,Saloon steward,,,,9,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Warwick, F ",0,male,35,"Totton, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Weatherstone, T ",0,male,24,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wheelton, E ",1,male,,Southampton,Saloon steward,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"White, L ",0,male,32,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Whitely, Thomas",1,male,18,London,Saloon steward,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Whitford, A ",0,male,37,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wormald, T.",0,male,36,Southampton,Saloon steward,,,,,"yes, buried Baron de Hirsch Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Yearsley, H ",1,male,38,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Yoshack, J ",0,male,31,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bietrix, G ",0,male,28,London,Sauce cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Windebank, J ",0,male,,Southampton,sauce cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fei, Carlo",0,male,30,London,Sculleryman, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Allen, E ",1,male,24,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bull, W ",0,male,30,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Colgan, J ",1,male,33,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hall, F ",0,male,38,London,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hatch, H ",0,male,22,"Woolston, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ings, W ",0,male,20,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"King, G ",0,male,20,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Martin, A ",1,male,29,Fareham,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Platt, W ",0,male,18,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ross, R ",0,male,36,"Woolston, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Shaw, H ",0,male,,Liverpool,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Simmonds, A ",1,male,,Southampton,Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smith, C ",0,male,38,"Itchen, Hampshire",Scullion,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Collins, John",1,male,17,Belfast,Scullion ,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Parks, Sam",0,male,21,,Seaman,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Giles, J ",0,male,30,Southampton,Second baker,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Topp, T ",0,male,,Southampton,Second butcher,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Martin, Miss M.",1,female,20,London,Second cashier, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Witter, James",1,male,31,"Woolston, Hampshire",Second class smoke-room steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hesketh, James H.",0,male,33,Liverpool,Second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bride, Harold Sydney",1,male,22,London,Second Marconi operator,,,,Collapsible B,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lightoller, Charles Herbert",1,male,38,Southampton,Second officer,,,,Collapsible B,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Tucker, B ",0,male,,Southampton,Second pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barker, Reginald L ",0,male,40,Southampton,Second Purser,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Thompson, H ",0,male,,Southampton,Second storekeeper,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bochet, G ",0,male,43,London,Second waiter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Parsons, F. A.",0,male,27,Southampton,Senior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Dyer, Henry Ryland",0,male,24,Southampton,Senior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hodgkinson, L.",0,male,,Southampton,Senior fourth engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Wilson, Bertie",0,male,28,Southampton,Senior second assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Farquharson, W.",0,male,39,Southampton,Senior second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Magee, W.",0,male,,Stirling,Senior sixth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hodge, C.",0,male,,Southampton,Senior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,Hosking. G. F.,0,male,36,Southampton,Senior third engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gill, P ",0,male,38,Southampton,Ship's cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Moody, James Pell",0,male,,Grimsby,Sixth officer,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Webb, Brooke",0,male,,Southampton,Smoke-room steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Janin, C ",0,male,29,London,Soup cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Turner, G. F ",0,male,28,Southampton,Stenographer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Akermann, A ",0,male,28,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Barton, S ",0,male,25,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Baxter, H. R ",0,male,51,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bristow, Robert C ",0,male,31,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Brookman, J ",0,male,27,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cecil, C ",0,male,20,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Chitty, G ",0,male,52,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Cox, Denton",0,male,29,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Daniels, S ",1,male,18,Southsea,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Edbrooke, F ",0,male,24,Landport,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ede, G. B ",0,male,22,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Egg, W. H ",0,male,34,London,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Evans, George",0,male,32,,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Finch, H ",0,male,18,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Foley, W. C ",1,male,26,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ford, E ",0,male,32,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Fox, W. T ",0,male,27,"Totton, Hampshire",Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Halford, R ",1,male,22,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hill, H ",0,male,36,London,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hylands, Leo J ",1,male,19,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ingrouville, H ",0,male,21,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Knight, L",0,male,21,Bishopstoke,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Leonard, M ",0,male,,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lewis, Arthur",1,male,27,Southampton,Steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mabey, J ",0,male,23,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mantle, R ",0,male,36,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Mullen, T ",0,male,20,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Nichols, A ",0,male,42,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pearce, A ",0,male,24,Bournemouth,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Port, F ",1,male,32,Rockbourne,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Prideaux, J. A ",0,male,23,Pournemouth,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Prior, H. J ",1,male,21,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pugh, Alfred",0,male,20,Southampton,Steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rice, P ",0,male,25,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Ryan, T ",0,male,27,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Savage, C. J ",1,male,23,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Sedunary, Sidney",0,male,25,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Sivier, W ",0,male,,Paddington,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Slight, H. J ",0,male,35,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Talbot, George Fredrick Charles",0,male,27,Southampton,Steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Taylor, C ",0,male,35,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Thayler, M ",0,male,,West Croydon,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Willis, W ",0,male,66,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bennett, Mrs ",1,female,30,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Bliss, Miss",1,female,45,New Southgate,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gold, Mrs Kate",1,female,42,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Gregson, Miss",1,female,44,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Jessop, Miss Violet",1,female,24,London,Stewardess,,,,16,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Lavington, Miss",1,female,39,Winchester,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Leather, Mrs Elizabeth",1,female,41,Port Sunlight,Stewardess,,,,16,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Marsden, Miss",1,female,28,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Martin, Mrs. Annie",1,female,33,Portsmouth,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"McLaren, Mrs ",1,female,40,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pritchard, Mrs Alice",1,female,33,London,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Roberts, Mrs Mary",1,female,41,Notts,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Robinson, Mrs. Annie",1,female,40,Southampton,Stewardess,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Sloan, Miss Mary",1,female,28,Belfast,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Smith, Miss Katherine",1,female,42,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Snape, Mrs ",0,female,22,Sandown,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Stap, Miss",1,female,47,Birkenhead,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Walsh, Miss",0,female,32,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Foley, Jack",1,male,44,Southampton,Storekeeper,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Foster, A.",0,male,37,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Kenzler, A.",0,male,,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Newman, C.",0,male,32,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Rudd, Henry",0,male,23,"Northam, Hampshire",Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Phillips, J ",0,male,35,Southampton,Storesman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"O'Loughlin, William F. H.",0,male,62,Southampton,Surgeon,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Perkins, L ",0,male,,"Soberton, Hampshire",Telephone operator,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hines, G ",0,male,36,Northants,Third baker,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Roberts, F ",0,male,36,Reading,Third butcher,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Pearcey, Albert Victor",1,male,32,Southampton,Third class pantryman,,,,Collapsible C,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
n/a,"Hart, John Edward",1,male,31,Southampton,Third class steward,,,,15,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,
