,Pclass,Name,Survived,Sex,Age,Hometown,Role,Role Additional info,Image,Misc Information,Lifeboat,Body Disposition,Job Area,Source of info 1,Source of info 2,Home_Lat,Home_Lng
763,,"Pearce, A ",0.0,male,24.0,Bournemouth,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.719164,-1.880769
764,,"Port, F ",1.0,male,32.0,Rockbourne,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9625534,-1.8385303
765,,"Prideaux, J. A ",0.0,male,23.0,Pournemouth,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.719164,-1.880769
766,,"Prior, H. J ",1.0,male,21.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
767,,"Pugh, Alfred",0.0,male,20.0,Southampton,Steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
768,,"Rice, P ",0.0,male,25.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
769,,"Ryan, T ",0.0,male,27.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
770,,"Savage, C. J ",1.0,male,23.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
771,,"Sedunary, Sidney",0.0,male,25.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
772,,"Sivier, W ",0.0,male,,Paddington,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.515973,-0.174943
773,,"Slight, H. J ",0.0,male,35.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
774,,"Talbot, George Fredrick Charles",0.0,male,27.0,Southampton,Steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
775,,"Taylor, C ",0.0,male,35.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
776,,"Thayler, M ",0.0,male,,West Croydon,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.3784164,-0.1024257
777,,"Willis, W ",0.0,male,66.0,Southampton,Steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
778,,"Bennett, Mrs ",1.0,female,30.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
779,,"Bliss, Miss",1.0,female,45.0,New Southgate,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.61100099999999,-0.135469
780,,"Gold, Mrs Kate",1.0,female,42.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
781,,"Gregson, Miss",1.0,female,44.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
782,,"Jessop, Miss Violet",1.0,female,24.0,London,Stewardess,,,,16,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
783,,"Lavington, Miss",1.0,female,39.0,Winchester,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.059771,-1.310142
784,,"Leather, Mrs Elizabeth",1.0,female,41.0,Port Sunlight,Stewardess,,,,16,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.3489608,-2.9879639
785,,"Marsden, Miss",1.0,female,28.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
786,,"Martin, Mrs. Annie",1.0,female,33.0,Portsmouth,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8197675,-1.0879769
787,,"McLaren, Mrs ",1.0,female,40.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
788,,"Pritchard, Mrs Alice",1.0,female,33.0,London,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
789,,"Roberts, Mrs Mary",1.0,female,41.0,Notts,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.100319,-0.9936305999999998
790,,"Robinson, Mrs. Annie",1.0,female,40.0,Southampton,Stewardess,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
791,,"Sloan, Miss Mary",1.0,female,28.0,Belfast,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,54.59728500000001,-5.93012
792,,"Smith, Miss Katherine",1.0,female,42.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
793,,"Snape, Mrs ",0.0,female,22.0,Sandown,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.6607588,-1.1488128
794,,"Stap, Miss",1.0,female,47.0,Birkenhead,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.38999099999999,-3.023009
795,,"Walsh, Miss",0.0,female,32.0,Southampton,Stewardess,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
796,,"Foley, Jack",1.0,male,44.0,Southampton,Storekeeper,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
797,,"Foster, A.",0.0,male,37.0,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
798,,"Kenzler, A.",0.0,male,,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
799,,"Newman, C.",0.0,male,32.0,Southampton,Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
800,,"Rudd, Henry",0.0,male,23.0,"Northam, Hampshire",Storekeeper,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9109442,-1.3867764
801,,"Phillips, J ",0.0,male,35.0,Southampton,Storesman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
802,,"O'Loughlin, William F. H.",0.0,male,62.0,Southampton,Surgeon,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
803,,"Perkins, L ",0.0,male,,"Soberton, Hampshire",Telephone operator,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9483849,-1.1296041
804,,"Hines, G ",0.0,male,36.0,Northants,Third baker,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,52.27299439999999,-0.8755514999999999
805,,"Roberts, F ",0.0,male,36.0,Reading,Third butcher,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.4542645,-0.9781303
806,,"Pearcey, Albert Victor",1.0,male,32.0,Southampton,Third class pantryman,,,,Collapsible C,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
807,,"Hart, John Edward",1.0,male,31.0,Southampton,Third class steward,,,,15,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
808,,"Pitman, Herbert John",1.0,male,34.0,Somerset,Third officer,,,,5,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.105097,-2.9262307
809,,"Allen, E.",1.0,male,26.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
810,,"Avery, J.",1.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
811,,"Bevis, J.",0.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
812,,"Billows, J.",0.0,male,20.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
813,,"Binstead, Walter",1.0,male,19.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
814,,"Blake, P.",1.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
815,,"Brewer, H.",0.0,male,30.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
816,,"Brooks, J.",0.0,male,25.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
817,,"Calderwood, H.",0.0,male,30.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
818,,"Carr, R.",0.0,male,37.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
819,,"Carter, F.",0.0,male,46.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
820,,"Casey, T.",0.0,male,28.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
821,,"Cavell, George",1.0,male,22.0,Southampton,Trimmer,,,,15,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
822,,"Coe, H.",0.0,male,21.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
823,,"Cooper, J.",0.0,male,25.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
824,,"Crabb, H.",0.0,male,23.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
825,,"Dawson, J.",0.0,male,23.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
826,,"Dickson, W.",0.0,male,36.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
827,,"Dillon, Thomas Patrick",1.0,male,25.0,Southampton,Trimmer,,,,4,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
828,,"Dore, A.",1.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
829,,"Eagle, A. J.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
830,,"Elliott, Everett Edward",0.0,male,,London,Trimmer,,,,,"#317, Fairview Cemetery, Halifax NS",Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
831,,"Evans, W.",0.0,male,32.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
832,,"Ferrary, Auto",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
833,,"Ford, H.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
834,,"Fredricks, W.",1.0,male,20.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
835,,"Fryer, A.",1.0,male,26.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
836,,"Gordon, J.",0.0,male,29.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
837,,"Gosling, B.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
838,,"Gosling, S.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
839,,"Green, G.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
840,,"Harris, F.",1.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
841,,"Haslin, J.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
842,,"Hebb, A.",1.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
843,,"Hill, J.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
844,,"Hinton, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
845,,"Hunt, Albert",1.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
846,,"Ingram, C.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
847,,"Kearl, G.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
848,,"Lee, H.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
849,,"Long, F.",0.0,male,28.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
850,,"Long, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
851,,"Maskell, L.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
852,,"McGann, James",1.0,male,,Southampton,Trimmer,,,,Collapsible B,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
853,,"McIntyre, William",1.0,male,22.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
854,,"Mitchell, B.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
855,,"Moore, R.",0.0,male,,"Headbourne, W. F.",Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.21443980000001,-1.4530102
856,,"Morgan, A.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
857,,"Morrell, R.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
858,,"Morris, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
859,,"O'Connor, John",1.0,male,25.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
860,,"Pelham, G.",1.0,male,39.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
861,,"Perry, E.",1.0,male,19.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
862,,"Perry, H.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
863,,"Preston, Thomas",0.0,male,20.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
864,,"Proudfoot, R.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
865,,"Read, J.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
866,,"Reed, R.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
867,,"Saunders, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
868,,"Sheath, F.",1.0,male,20.0,Southampton,Trimmer,,,,1,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
869,,"Shilaber, C.",0.0,male,20.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
870,,"Skeats, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
871,,"Smith, E.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
872,,"Snooks, W.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
873,,"Snow, E.",1.0,male,21.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
874,,"Steel, R.",0.0,male,,,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
875,,"Stocker, H.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
876,,"Webb, S. Miss",0.0,female,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
877,,"White, F.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
878,,"White, William George",1.0,male,23.0,Woking,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.316774,-0.5600349
879,,"Wilton, William",0.0,male,45.0,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
880,,"Witt, F.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
881,,"Woods, H.",0.0,male,,Southampton,Trimmer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
882,,"Caton, Miss",1.0,female,50.0,London,Turkish Bath attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
883,,"Crosbie, J. B ",0.0,male,42.0,London,Turkish Bath attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
884,,"Ennis, W ",0.0,male,35.0,Southport,Turkish Bath attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.645708,-3.010113
885,,"Slocombe, Mrs. Maud",1.0,female,30.0,London,Turkish Bath attendant,,,,11,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
886,,"Taylor, L ",0.0,male,,Blackpool,Turkish Bath attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.8175053,-3.0356748
887,,"Hutchinson, J ",0.0,male,29.0,Liverpool,Vegetable cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.4083714,-2.9915726
888,,"Stewart, John (Jack)",1.0,male,,Southampton,Veranda cafe,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
889,,"Feltham, G ",0.0,male,36.0,Southampton,Vienna,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
890,,"Krins, George",0.0,male,,,Violist,,,,,,The Band,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
891,,Banfi,0.0,male,24.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
892,,"Basilico, G ",0.0,male,27.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
893,,"Bazzi, L ",0.0,male,33.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
894,,"Gilardino, V ",0.0,male,31.0,Southampton,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
895,,"Gullio, Casali",0.0,male,,Southampton,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
896,,"Piazza, P ",0.0,male,30.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
897,,"Poggi, E ",0.0,male,28.0,Southampton,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
898,,"Ratti, E ",0.0,male,21.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
899,,"Rigozzi, A ",0.0,male,22.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
900,,"Rotto, Angelo  A.)",0.0,male,23.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
901,,"Sesea, Gino",0.0,male,24.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
902,,"Urbini, R ",0.0,male,22.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
903,,"Valassori, Ettera",0.0,male,35.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
904,,"Vioni, R ",0.0,male,31.0,London,Waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
905,,"Harder, William",1.0,male,39.0,Southampton,Window cleaner,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
906,,"Sawyer, R. J.",0.0,male,30.0,Southampton,Window cleaner,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
907,,"Zarracchi, L ",0.0,male,26.0,Southampton,Wine butler, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
908,,"Duffy, William",0.0,male,28.0,Southampton,Writer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
909,,"French, William",1.0,male,,Southampton,,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
910,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,
914,,"Williams, Jack",0.0,male,28.0,,,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
